brand,item,vitola,price,inventory,icon
Rocky Patel,RP White Label Churchill,Churchill,$23.15,0,/img/placeholder.svg
Rocky Patel,RP White Label Robusto,Robusto,$21.95,0,/img/placeholder.svg
Rocky Patel,RP White Label Sixty,Gordo,$24.35,0,/img/placeholder.svg
Rocky Patel,RP White Label Toro,Toro,$23.15,0,/img/placeholder.svg
Romeo y Julieta,RYJ 1875 Bully,Robusto,$9.95,0,/img/placeholder.svg
Romeo y Julieta,RYJ 1875 Churchill,Churchill,$10.15,0,/img/placeholder.svg
Romeo y Julieta,RYJ 1875 Gordo,Gordo,$10.65,0,/img/placeholder.svg
Romeo y Julieta,RYJ 1875 Nicaragua Magnum,Gordo,$13.15,0,/img/placeholder.svg
Romeo y Julieta,RYJ Reserva Real Churchill,Churchill,$10.75,0,/img/placeholder.svg
Romeo y Julieta,RYJ Reserva Real Magnum,Gordo,$11.75,0,/img/placeholder.svg
Romeo y Julieta,RYJ Reserva Real Nicaragua Magnum,Gordo,$12.15,0,/img/placeholder.svg
Romeo y Julieta,RYJ Reserva Real Nicaragua Robusto,Robusto,$10.55,0,/img/placeholder.svg
Romeo y Julieta,RYJ Reserva Real Nicaragua Toro,Toro,$10.95,0,/img/placeholder.svg
Romeo y Julieta,RYJ Reserva Real Robusto,Robusto,$10.15,0,/img/placeholder.svg
Romeo y Julieta,RYJ Reserva Real Toro,Toro,$10.45,0,/img/placeholder.svg
Romeo y Julieta,RYJ Reserve Toro,Toro,$9.95,0,/img/placeholder.svg
Romeo y Julieta,RYJ Vintage II,Corona,$13.55,0,/img/placeholder.svg
Romeo y Julieta,RYJ Vintage VI,Torpedo,$15.95,0,/img/placeholder.svg
Room 101,Johnny Tobacconaut Gordo,Gordo,$nan,0,/img/placeholder.svg
Room 101,Johnny Tobacconaut Robusto,Robusto,$9.95,0,/img/placeholder.svg
Room 101,Johnny Tobacconaut Toro,Toro,$10.95,0,/img/placeholder.svg
Saint Luis Rey,SLR Carenas Magnum,Gordo,$10.95,0,/img/placeholder.svg
Saint Luis Rey,SLR Carenas Robusto,Robusto,$9.75,0,/img/placeholder.svg
Saint Luis Rey,SLR Carenas Toro,Toro,$7.75,0,/img/placeholder.svg
Saint Luis Rey,SLR Maduro Rothchild,Robusto Gordo,$7.55,0,/img/placeholder.svg
Saint Luis Rey,SLR Maduro Titan,Toro Gordo,$10.30,0,/img/placeholder.svg
Saint Luis Rey,SLR Natural Rothschild,Robusto Gordo,$7.55,0,/img/placeholder.svg
San Cristobal,San Cristobal Clasico Robusto,Robusto,$9.85,0,/img/placeholder.svg
San Cristobal,San Cristobal Elegancia Churchill,Churchill,$9.95,0,/img/placeholder.svg
San Cristobal,San Cristobal Elegancia Robusto,Robusto,$9.35,0,/img/placeholder.svg
San Cristobal,San Cristobal Papagayo XXL,Gordo,$11.25,0,/img/placeholder.svg
Trinidad,Trinidad Espiritu Series No. 2 Robusto,Robusto,$11.15,0,/img/placeholder.svg
Trinidad,Trinidad Espiritu Series No 2 Toro,Toro,$12.15,0,/img/placeholder.svg
Trinidad,Trinidad Espiritu Series No 3 Robusto,Robusto,$11.65,0,/img/placeholder.svg
Undercrown,Undercrown 10 Lonsdale,Lonsdale,$14.70,0,/img/placeholder.svg
Undercrown,Undercrown 10 Robusto,Robusto,$14.05,0,/img/placeholder.svg
Undercrown,Undercrown 10 Toro,Toro,$14.35,0,/img/placeholder.svg
Undercrown,Undercrown Maduro Robusto,Robusto,$10.35,0,/img/placeholder.svg
Undercrown,Undercrown Shade Robusto,Robusto,$10.35,0,/img/placeholder.svg
Undercrown,Undercrown Sun Grown Robusto,Robusto,$10.35,0,/img/placeholder.svg
Leather Rose,Leather Rose Torpedo,Torpedo,$11.45,33,/img/placeholder.svg
